# x/xi     	 z/xi     	#Re(OP0) 	#Im(OP0)  	#Re(OP1) 	#Im(OP1)  	#Re(OP2) 	#Im(OP2)  	total_FE  	bulk_FE   	grad_FE
2.40000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	8.80000000	1.00406399  0.00000000	1.00406399  0.00000000	0.98663082  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	9.20000000	1.00327898  0.00000000	1.00327899  0.00000000	0.98928686  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	9.20000000	1.00327893  0.00000000	1.00327892  0.00000000	0.98928681  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	9.20000000	1.00327892  0.00000000	1.00327892  0.00000000	0.98928680  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	9.60000000	1.00264370  0.00000000	1.00264370  0.00000000	0.99141414  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	9.60000000	1.00264365  0.00000000	1.00264364  0.00000000	0.99141409  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	9.60000000	1.00264364  0.00000000	1.00264364  0.00000000	0.99141408  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	10.00000000	1.00213051  0.00000000	1.00213051  0.00000000	0.99311762  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	10.00000000	1.00213046  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	10.00000000	1.00213045  0.00000000	1.00213045  0.00000000	0.99311757  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	10.40000000	1.00171652  0.00000000	1.00171653  0.00000000	0.99448162  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	10.40000000	1.00171647  0.00000000	1.00171646  0.00000000	0.99448157  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	10.40000000	1.00171646  0.00000000	1.00171646  0.00000000	0.99448156  0.00000000	0.00000000	0.00000000	0.00000000
