# x/xi     	 z/xi     	#Re(OP0) 	#Im(OP0)  	#Re(OP1) 	#Im(OP1)  	#Re(OP2) 	#Im(OP2)  	total_FE  	bulk_FE   	grad_FE
-0.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	4.00000000	1.04342688  0.00000000	1.04342688  0.00000000	0.81756932  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	4.40000000	1.03667881  0.00000000	1.03667882  0.00000000	0.85193203  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	4.40000000	1.03667876  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	4.40000000	1.03667875  0.00000000	1.03667875  0.00000000	0.85193198  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	4.80000000	1.03072919  0.00000000	1.03072919  0.00000000	0.88019610  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	4.80000000	1.03072914  0.00000000	1.03072913  0.00000000	0.88019606  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	4.80000000	1.03072913  0.00000000	1.03072913  0.00000000	0.88019605  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	5.20000000	1.02556528  0.00000000	1.02556529  0.00000000	0.90330556  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	5.20000000	1.02556523  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
1.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
2.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
2.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
2.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
3.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
3.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
4.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
4.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
4.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
5.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
5.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
6.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
6.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
6.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
7.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
7.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
8.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
8.40000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
8.80000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
9.20000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
9.60000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
10.00000000	5.20000000	1.02556522  0.00000000	1.02556522  0.00000000	0.90330551  0.00000000	0.00000000	0.00000000	0.00000000
-10.00000000	5.60000000	1.02114198  0.00000000	1.02114198  0.00000000	0.92211021  0.00000000	0.00000000	0.00000000	0.00000000
-9.60000000	5.60000000	1.02114192  0.00000000	1.02114191  0.00000000	0.92211016  0.00000000	0.00000000	0.00000000	0.00000000
-9.20000000	5.60000000	1.02114192  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-8.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-8.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-8.00000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-7.60000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-7.20000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-6.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-6.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-6.00000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-5.60000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-5.20000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-4.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-4.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-4.00000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-3.60000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-3.20000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-2.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-2.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-2.00000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-1.60000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-1.20000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-0.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
-0.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
0.40000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
0.80000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
1.20000000	5.60000000	1.02114191  0.00000000	1.02114191  0.00000000	0.92211015  0.00000000	0.00000000	0.00000000	0.00000000
