0.269974	0.7
0.352296	0.8
0.657547	1
0.658163	1
1.08323	1.2
1.0827	1.2
1.63692	1.4
1.63741	1.4
2.32842	1.6
2.32885	1.6
3.21802	1.8
4.37031	2
5.70034	2.2
7.30421	2.4
9.21541	2.6
11.4391	2.8
14.0181	3
16.9053	3.2
20.1973	3.4
23.947	3.6
24.5686	3.8
29.2768	4
29.677	4
35.1753	4.2
37.5769	4.37
41.1938	4.4
47.6625	4.6
47.4841	4.74
54.5769	4.8
61.8956	5
55.2549	5
58.4272	5.11
69.6429	5.2
77.9199	5.4
71.2924	5.48
86.6643	5.6
95.9048	5.8
86.4312	5.85
105.589	6
115.835	6.2
99.7215 6.2
102.063	6.22
109.16	6.4
113.959 6.5
120.494	6.59
119.13	6.6
129.799	6.8
140.965	6.96
141.455	7
153.392	7.2
164.824	7.33
165.647	7.4
175.089	7.5
179.021	7.6
187.865	7.7
193.184	7.8
193.208	7.8
214.464	8.07
244.178	8.44
273.364	8.81
305.039	9.18
339.68	9.55
374.088	9.92
382.023	10
410.824	10.29
450.492	10.66
490.767	11.03
532.125	11.4
576.456	11.77
621.787	12.14
667.318	12.5
668.373	12.51
717.394	12.88
768.638	13.25
1028.76	15
1466.36	17.5
1980.19	20
2566.53	22.5
3217.62	25
