0.000000	0.130737
0.050000	-111.484674
0.100000	-222.947360
0.150000	-334.155704
0.200000	-445.008834
0.250000	-555.406925
0.300000	-665.251474
0.350000	-774.445586
0.400000	-882.894239
0.450000	-990.504544
0.500000	-1097.185994
0.550000	-1202.850694
0.600000	-1307.413584
0.650000	-1410.792645
0.700000	-1512.909083
0.750000	-1613.687506
0.800000	-1713.056078
0.850000	-1810.946652
0.900000	-1907.294897
0.950000	-2002.040390
1.000000	-2095.126703
1.050000	-2186.501468
1.100000	-2276.116421
1.150000	-2363.927428
1.200000	-2449.894503
1.250000	-2533.981793
1.300000	-2616.157563
1.350000	-2696.394156
1.400000	-2774.667939
1.450000	-2850.959238
1.500000	-2925.252263
1.550000	-2997.535008
1.600000	-3067.799156
1.650000	-3136.039967
1.700000	-3202.256152
1.750000	-3266.449747
1.800000	-3328.625979
1.850000	-3388.793120
1.900000	-3446.962343
1.950000	-3503.147572
2.000000	-3557.365327
2.050000	-3609.634567
2.100000	-3659.976537
2.150000	-3708.414609
2.200000	-3754.974125
2.250000	-3799.682241
2.300000	-3842.567776
2.350000	-3883.661056
2.400000	-3922.993773
2.450000	-3960.598832
2.500000	-3996.510216
2.550000	-4030.762848
2.600000	-4063.392459
2.650000	-4094.435461
2.700000	-4123.928826
2.750000	-4151.909971
2.800000	-4178.416645
2.850000	-4203.486826
2.900000	-4227.158623
2.950000	-4249.470180
3.000000	-4270.459590
3.050000	-4290.164816
3.100000	-4308.623608
3.150000	-4325.873442
3.200000	-4341.951447
3.250000	-4356.894349
3.300000	-4370.738417
3.350000	-4383.519413
3.400000	-4395.272547
3.450000	-4406.032439
3.500000	-4415.833082
3.550000	-4424.707811
3.600000	-4432.689277
3.650000	-4439.809424
3.700000	-4446.099471
3.750000	-4451.589890
3.800000	-4456.310402
3.850000	-4460.289960
3.900000	-4463.556748
3.950000	-4466.138170
4.000000	-4468.060855
4.050000	-4469.350653
4.100000	-4470.032640
4.150000	-4470.131121
4.200000	-4469.669635
4.250000	-4468.670966
4.300000	-4467.157148
4.350000	-4465.149480
4.400000	-4462.668532
4.450000	-4459.734161
4.500000	-4456.365526
4.550000	-4452.581095
4.600000	-4448.398669
4.650000	-4443.835387
4.700000	-4438.907752
4.750000	-4433.631638
4.800000	-4428.022313
4.850000	-4422.094450
4.900000	-4415.862150
4.950000	-4409.338951
5.000000	-4402.537852
5.050000	-4395.471324
5.100000	-4388.151329
5.150000	-4380.589337
5.200000	-4372.796343
5.250000	-4364.782878
5.300000	-4356.559033
5.350000	-4348.134466
5.400000	-4339.518423
5.450000	-4330.719752
5.500000	-4321.746916
5.550000	-4312.608010
5.600000	-4303.310771
5.650000	-4293.862596
5.700000	-4284.270553
5.750000	-4274.541394
5.800000	-4264.681567
5.850000	-4254.697232
5.900000	-4244.594267
5.950000	-4234.378283
6.000000	-4224.054637
6.050000	-4213.628436
6.100000	-4203.104555
6.150000	-4192.487643
6.200000	-4181.782132
6.250000	-4170.992249
6.300000	-4160.122022
6.350000	-4149.175292
6.400000	-4138.155718
6.450000	-4127.066788
6.500000	-4115.911824
6.550000	-4104.693990
6.600000	-4093.416303
6.650000	-4082.081632
6.700000	-4070.692713
6.750000	-4059.252148
6.800000	-4047.762417
6.850000	-4036.225880
6.900000	-4024.644783
6.950000	-4013.021265
7.000000	-4001.357361
7.050000	-3989.655008
7.100000	-3977.916050
7.150000	-3966.142241
7.200000	-3954.335249
7.250000	-3942.496665
7.300000	-3930.627998
7.350000	-3918.730687
7.400000	-3906.806099
7.450000	-3894.855535
7.500000	-3882.880235
7.550000	-3870.881375
7.600000	-3858.860075
7.650000	-3846.817402
7.700000	-3834.754370
7.750000	-3822.671941
7.800000	-3810.571035
7.850000	-3798.452523
7.900000	-3786.317235
7.950000	-3774.165962
8.000000	-3761.999453
8.050000	-3749.818424
8.100000	-3737.623555
8.150000	-3725.415491
8.200000	-3713.194847
8.250000	-3700.962210
8.300000	-3688.718136
8.350000	-3676.463154
8.400000	-3664.197769
8.450000	-3651.922459
8.500000	-3639.637682
8.550000	-3627.343871
8.600000	-3615.041440
8.650000	-3602.730783
8.700000	-3590.412272
8.750000	-3578.086265
8.800000	-3565.753101
8.850000	-3553.413103
8.900000	-3541.066577
8.950000	-3528.713818
9.000000	-3516.355102
9.050000	-3503.990696
9.100000	-3491.620853
9.150000	-3479.245813
9.200000	-3466.865805
9.250000	-3454.481047
9.300000	-3442.091749
9.350000	-3429.698108
9.400000	-3417.300313
9.450000	-3404.898544
9.500000	-3392.492973
9.550000	-3380.083764
9.600000	-3367.671072
9.650000	-3355.255046
9.700000	-3342.835828
9.750000	-3330.413554
9.800000	-3317.988353
9.850000	-3305.560347
9.900000	-3293.129654
9.950000	-3280.696386
10.000000	-3268.260651
10.050000	-3255.822550
10.100000	-3243.382182
10.150000	-3230.939638
10.200000	-3218.495009
10.250000	-3206.048379
10.300000	-3193.599830
10.350000	-3181.149438
10.400000	-3168.697279
10.450000	-3156.243423
10.500000	-3143.787938
10.550000	-3131.330889
10.600000	-3118.872338
10.650000	-3106.412344
10.700000	-3093.950964
10.750000	-3081.488253
10.800000	-3069.024262
10.850000	-3056.559041
10.900000	-3044.092638
10.950000	-3031.625099
11.000000	-3019.156468
11.050000	-3006.686787
11.100000	-2994.216095
11.150000	-2981.744432
11.200000	-2969.271834
11.250000	-2956.798338
11.300000	-2944.323977
11.350000	-2931.848784
11.400000	-2919.372791
11.450000	-2906.896027
11.500000	-2894.418523
11.550000	-2881.940305
11.600000	-2869.461401
11.650000	-2856.981836
11.700000	-2844.501636
11.750000	-2832.020824
11.800000	-2819.539424
11.850000	-2807.057458
11.900000	-2794.574946
11.950000	-2782.091911
12.000000	-2769.608372
12.050000	-2757.124348
12.100000	-2744.639858
12.150000	-2732.154919
12.200000	-2719.669550
12.250000	-2707.183768
12.300000	-2694.697588
12.350000	-2682.211027
12.400000	-2669.724100
12.450000	-2657.236821
12.500000	-2644.749207
12.550000	-2632.261270
12.600000	-2619.773025
12.650000	-2607.284486
12.700000	-2594.795665
12.750000	-2582.306575
12.800000	-2569.817230
12.850000	-2557.327641
12.900000	-2544.837821
12.950000	-2532.347782
13.000000	-2519.857536
13.050000	-2507.367094
13.100000	-2494.876469
13.150000	-2482.385672
13.200000	-2469.894715
13.250000	-2457.403608
13.300000	-2444.912365
13.350000	-2432.420995
13.400000	-2419.929511
13.450000	-2407.437924
13.500000	-2394.946247
13.550000	-2382.454491
13.600000	-2369.962668
13.650000	-2357.470791
13.700000	-2344.978872
13.750000	-2332.486923
13.800000	-2319.994959
13.850000	-2307.502993
13.900000	-2295.011039
13.950000	-2282.519111
14.000000	-2270.027223
14.050000	-2257.535392
14.100000	-2245.043634
14.150000	-2232.551965
14.200000	-2220.060403
14.250000	-2207.568965
14.300000	-2195.077671
14.350000	-2182.586541
14.400000	-2170.095596
14.450000	-2157.604858
14.500000	-2145.114349
14.550000	-2132.624095
14.600000	-2120.134121
14.650000	-2107.644454
14.700000	-2095.155123
14.750000	-2082.666158
14.800000	-2070.177590
14.850000	-2057.689455
14.900000	-2045.201791
14.950000	-2032.714648
